ds,pkg,old_ver,new_ver,note_en,note_zh
2025-11-10,pgtap,1.3.3,,+pg18,+pg18
2025-11-10,pguint,1.20231206,1.20250815,+pg18,+pg18
2025-11-10,pgunit,7.10,,+pg18,+pg18
2025-11-10,pgx_ulid,0.2.0,0.2.1,+pg18,+pg18
2025-11-10,pldebugger,1.8,1.9,+pg18,+pg18
2025-11-10,pljava,1.6.8,1.6.10,+pg18,+pg18
2025-11-10,pljs,,1.0.3,new,new
2025-11-10,plpgsql_check,2.8.2,2.8.3,+pg18,+pg18
2025-11-10,plprofiler,4.2.5,,+pg18,+pg18
2025-11-10,plproxy,2.11.0,,+pg18,+pg18
2025-11-10,plprql,1.0.0,18.0.0,+pg18,+pg18
2025-11-10,plr,8.4.8,,+pg18,+pg18
2025-11-10,plv8,3.2.4,,+pg18,+pg18
2025-11-10,plxslt,,0.20140221,new,new
2025-11-10,pointcloud,1.2.5,,+pg18,+pg18
2025-11-10,powa,5.0.1,,+pg18,+pg18
2025-11-10,q3c,2.0.1,,+pg18,+pg18
2025-11-10,redis_fdw,1.0,,+pg18,+pg18
2025-11-10,repmgr,5.5.0,,+pg18,+pg18
2025-11-10,session_variable,3.4,,+pg18,+pg18
2025-11-10,set_user,4.1.0,,+pg18,+pg18
2025-11-10,supautils,2.10.0,3.0.2,+pg18,+pg18
2025-11-10,system_stats,3.2,,+pg18,+pg18
2025-11-10,tds_fdw,2.0.4,2.0.5,+pg18,+pg18
2025-11-10,temporal_tables,1.2.2,,+pg18,+pg18
2025-11-10,timescaledb,2.22.0,2.23.0,+pg18,+pg18
2025-11-10,timescaledb_toolkit,1.21.0,1.22.0,+pg18,+pg18
2025-11-10,topn,2.7.0,,+pg18,+pg18
2025-11-10,vchord,0.5.1,0.5.3,+pg18,+pg18
2025-11-10,vchord_bm25,0.2.1,0.2.2,+pg18,+pg18
2025-11-10,wrappers,0.5.4,0.5.6,+pg18,+pg18
2025-11-10,zhparser,2.3,,+pg18,+pg18
2025-09-06,asn1oid,1.5,1.6,+ pg18,+ pg18
2025-09-06,citus,13.1.0,13.2.0,,
2025-09-06,documentdb,0.105.0,0.106.0,work with ferretdb 2.5,work with ferretdb 2.5
2025-09-06,emaj,4.6,4.7,,
2025-09-06,icu_ext,1.9.0,1.10.0,+ pg18,+ pg18
2025-09-06,pg_curl,2.4,2.4.5,new version epoch,new version epoch
2025-09-06,pg_ddlx,0.29,0.30,+ pg18,+ pg18
2025-09-06,pg_idkit,0.3.0,0.3.1,pgrx 0.15.0,pgrx 0.15.0
2025-09-06,pg_ivm,1.11,1.12,+ pg18,+ pg18
2025-09-06,pg_parquet,0.4.0,0.4.3,pgrx 0.16.0,pgrx 0.16.0
2025-09-06,pg_rewrite,,2.0.0,+ Debian/Ubuntu (PGDG); Import from PGDG; + Debian/Ubuntu; new extension,+ Debian/Ubuntu (PGDG)；Import from PGDG；+ Debian/Ubuntu；new extension
2025-09-06,pg_search,0.17.3,0.18.0,pgrx 0.15.0,pgrx 0.15.0
2025-09-06,pg_tle,1.5.1-1,1.5.1-2,+ pg18,+ pg18
2025-09-06,pg_tracing,,0.1.3-2,+ pg 14/18; + pg14 / pg18,+ pg 14/18；+ pg14 / pg18
2025-09-06,pg_uint128,1.0.0,1.1.0,+ pg18,+ pg18
2025-09-06,pgactive,2.1.5,2.1.6,+ pg18,+ pg18
2025-09-06,pgextwlist,1.17,1.19,+ pg18,+ pg18
2025-09-06,pgsentinel,1.1,1.2,1.2,1.2
2025-09-06,pgvector,,0.8.1,+ pg18,+ pg18
2025-09-06,redis_fdw,,,+ pg18,+ pg18
2025-09-06,table_version,1.11.0,1.11.1,,
2025-09-06,timescaledb,2.21.1,2.22.0,,
2025-09-06,toastinfo,1.5,1.6,+ pg18,+ pg18
2025-09-06,vchord,0.4.3,0.5.1,pgrx 0.16.0,pgrx 0.16.0
2025-09-06,wal2json,,1.6,+ pg18,+ pg18
2025-09-06,wrappers,0.5.3,0.5.4,pgrx 0.14.3,pgrx 0.14.3
2025-07-24,documentdb,0.104.0,0.105.0,work with ferretdb 2.4,work with ferretdb 2.4
2025-07-24,orioledb,beta11 1.4,beta12 1.5,work with oriolepg 17.11,work with oriolepg 17.11
2025-07-24,oriolepg,17.9,17.11,work with orioledb 1.5 beta12,work with orioledb 1.5 beta12
2025-07-24,pg_anon,3.1.1,2.3.0 (pgrx 0.14.3),,
2025-07-24,pg_profile,4.8.0,4.10.0,,
2025-07-24,pg_search,0.15.8,0.17.0 (download),fix el icu dependency issue,fix el icu dependency issue
2025-07-24,pgvectorscale,0.7.1,0.8.0 (pgrx 0.12.9),,
2025-07-24,plv8,3.2.3,3.2.4,,
2025-07-24,supautils,2.9.2,2.10.0,.so` location change,.so` location change
2025-07-24,timescaledb,2.20.0,2.21.1,,
2025-07-24,wrappers,0.5.0,0.5.3 (pgrx 0.14.3),pgrx version change,pgrx version change
2025-07-04,orioledb,,1.4 beta11,rebuild,rebuild
2025-07-04,pg_curl,2.4,2.4.5,,
2025-07-04,pg_stat_monitor,2.1.1,2.2.0,,
2025-07-04,pg_tle,1.5.0,1.5.1,,
2025-07-04,pgsql_tweaks,0.11.1,0.11.3,,
2025-07-04,pgvectorscale,0.7.1,0.7.1,rebuild to fix bug,rebuild to fix bug
2025-06-24,citus,13.0.3,13.1.0,,
2025-06-24,documentdb,0.103.0,0.104.0,add arm support,add arm support
2025-06-24,pgactive,,2.1.5,require pgfeutils,require pgfeutils
2025-06-24,timescaledb,2.20.0,2.21.0,,
2025-06-24,vchord,0.3.0,0.4.3,,
2025-05-26,orioledb,1.4.0b10,1.4.0b11,,
2025-05-26,pg_convert,,0.0.4,,
2025-05-26,pg_idkit,0.2.0,0.3.0,,
2025-05-26,pg_ivm,1.10.0,1.11.0,,
2025-05-26,pg_render,,0.1.2,,
2025-05-26,pg_tokenizer,,0.1.0,,
2025-05-26,pgdd,0.5.0,0.6.0,,
2025-05-26,pgx_ulid,,0.2.0,,
2025-05-22,documentdb,,0.103.0,,
2025-05-22,openhalodb,,14.10,,
2025-05-22,pg_tzf,,0.2.2,,
2025-05-22,pg_vectorize,,0.22.2,,
2025-05-22,pgsentinel,,1.1.0,,
2025-05-22,spat,,0.1.0a4,,
2025-05-22,sqlite_fdw,,2.5.0,,
2025-05-22,timescaledb,,2.20.0,,
2025-05-22,wrappers,,0.5.0,,
2025-05-07,aggs_for_vecs,,1.4.0,,
2025-05-07,citus,,12.0.3,,
2025-05-07,omnigres,,20250507,,
2025-05-07,pg_anon,,2.1.1,,
2025-05-07,pg_cardano,,1.0.5,,
2025-05-07,pg_envvar,,1.0.1,,
2025-05-07,pg_parquet,,0.4.0,,
2025-05-07,pg_search,,0.15.18,,
2025-05-07,pg_session_jwt,,0.3.1,,
2025-05-07,pg_tracing,,0.1.3,,
2025-05-07,pg_tzf,,0.2.0,,
2025-05-07,pgcollection,,1.0.0,,
2025-05-07,pglite_fusion,,0.0.5,,
2025-05-07,pgmq,,1.5.1,,
2025-05-07,pgvectorscale,,0.7.1,,
2025-05-07,supautils,,2.9.1,,
2025-05-07,timescaledb,,2.19.3,,
2025-05-07,timescaledb_toolkit,,1.21.0,,
2025-05-07,vchord,,0.3.0,,
2025-05-07,vchord_bm25,,0.2.1,,
2025-03-20,citus,,13.0.2,,
2025-03-20,ddl_historization,0.7,0.0.7,,
2025-03-20,documentdb,,1.102,,
2025-03-20,emaj,,4.6.0,,
2025-03-20,pg_analytics,,0.3.7,,
2025-03-20,pg_incremental,1.1.1,1.2.0,,
2025-03-20,pg_ivm,,1.10,,
2025-03-20,pg_jsonschema,0.3.2,0.3.3,,
2025-03-20,pg_parquet,,0.3.1,,
2025-03-20,pg_profile,4.7,4.8,,
2025-03-20,pg_random,,,,
2025-03-20,pg_search,,0.15.8,,
2025-03-20,pg_session_jwt,,0.2.0,,
2025-03-20,pg_sqlog,3.1.7,1.6,,
2025-03-20,pg_stat_monitor,2.1.0,2.1.1,,
2025-03-20,pg_tle,1.2.0,1.5.0,,
2025-03-20,pgsql_tweaks,,0.11.0,,
2025-03-20,pgvectorscale,,0.6.0,,
2025-03-20,sslutils,1.3,1.4,,
2025-03-20,supautils,2.5.0,2.6.0,,
2025-03-20,timescaledb,,2.19.0,,
2025-03-20,vchord,,0.2.2,,
2025-03-20,wrappers,,0.4.5,,
2024-10-16,logerrors,,2.1.3,,
2024-10-16,login_hook,,1.6,,
2024-10-16,pg_auth_mon,,3.0,,
2024-10-16,pg_ddlx,,0.28,,
2024-10-16,pg_ivm,,1.9,,
2024-10-16,pg_orphaned,,latest,,
2024-10-16,pg_profile,,4.7,,
2024-10-16,pg_protobuf,,16 17,,
2024-10-16,pg_readonly,,latest,,
2024-10-16,pg_stat_monitor,,2.1,,
2024-10-16,pg_timeseries,,0.1.6,,
2024-10-16,pg_uuidv7,,1.6,,
2024-10-16,pgmq,,1.4.4,,
2024-10-16,pgnodemx,,1.7,,
2024-10-16,safeupdate,,latest,,
2024-10-16,sslutils,,"1.4 (+16,17)",,
2024-10-16,system_stats,,3.2,,
